"","Mouse.gene.stable.ID","LFC"
"1","ENSMUSG00000000078","2.06989434617982"
"2","ENSMUSG00000000126","4.1157691966323"
"3","ENSMUSG00000000182","3.8371064568576"
"4","ENSMUSG00000000202","3.96291495101588"
"5","ENSMUSG00000000223","3.00463182592493"
"6","ENSMUSG00000000248","2.93483721761272"
"7","ENSMUSG00000000290","3.38288593381693"
"8","ENSMUSG00000000305","2.07202918238327"
"9","ENSMUSG00000000318","3.13910924345463"
"10","ENSMUSG00000000386","2.45969795311819"
"11","ENSMUSG00000000409","2.14824218971679"
"12","ENSMUSG00000000560","2.52299194104174"
"13","ENSMUSG00000000562","3.03133536425211"
"14","ENSMUSG00000000567","3.94203208869105"
"15","ENSMUSG00000000627","2.8816754298053"
"16","ENSMUSG00000000682","3.64534045841689"
"17","ENSMUSG00000000706","2.44300674187516"
"18","ENSMUSG00000000753","2.80007687261479"
"19","ENSMUSG00000000782","3.00091202162689"
"20","ENSMUSG00000000817","2.56219814072438"
"21","ENSMUSG00000000957","3.44188203754542"
"22","ENSMUSG00000000982","4.02791182115025"
"23","ENSMUSG00000000983","7.33069287145413"
"24","ENSMUSG00000001021","2.60672886965844"
"25","ENSMUSG00000001025","3.6729241189701"
"26","ENSMUSG00000001123","2.41722334024538"
"27","ENSMUSG00000001128","2.32611850707528"
"28","ENSMUSG00000001131","7.48393650286581"
"29","ENSMUSG00000001473","2.69793030939769"
"30","ENSMUSG00000001506","3.30666589750722"
"31","ENSMUSG00000001525","2.01956688238792"
"32","ENSMUSG00000001555","2.22829230350239"
"33","ENSMUSG00000001670","2.18947705927248"
"34","ENSMUSG00000001819","2.79262300476572"
"35","ENSMUSG00000002020","6.05665986945111"
"36","ENSMUSG00000002033","2.78285570450376"
"37","ENSMUSG00000002057","5.2572199825246"
"38","ENSMUSG00000002083","2.14106152165038"
"39","ENSMUSG00000002111","3.82608196589298"
"40","ENSMUSG00000002384","2.8917429374778"
"41","ENSMUSG00000002458","2.33551519208637"
"42","ENSMUSG00000002459","2.37823073632518"
"43","ENSMUSG00000002603","2.19765279636857"
"44","ENSMUSG00000002664","3.22054618880998"
"45","ENSMUSG00000002699","3.62322541473076"
"46","ENSMUSG00000002980","2.38034760454792"
"47","ENSMUSG00000002983","2.68214529401791"
"48","ENSMUSG00000002992","2.80601732549558"
"49","ENSMUSG00000003051","2.98005713479608"
"50","ENSMUSG00000003206","2.94682063455595"
"51","ENSMUSG00000003283","3.62136426358969"
"52","ENSMUSG00000003348","2.08347290071729"
"53","ENSMUSG00000003484","4.15886362081932"
"54","ENSMUSG00000003545","3.6459835253107"
"55","ENSMUSG00000003585","2.0094183449841"
"56","ENSMUSG00000003617","3.13142261600031"
"57","ENSMUSG00000003665","6.44851922096178"
"58","ENSMUSG00000003863","2.31520692139489"
"59","ENSMUSG00000003882","2.87418882183845"
"60","ENSMUSG00000004296","2.3005353294591"
"61","ENSMUSG00000004359","2.96346753944172"
"62","ENSMUSG00000004371","3.80666714963459"
"63","ENSMUSG00000004552","2.44251822720524"
"64","ENSMUSG00000004609","2.78258236524891"
"65","ENSMUSG00000004612","2.54857670430668"
"66","ENSMUSG00000004665","2.34567262192333"
"67","ENSMUSG00000004707","3.76771939085138"
"68","ENSMUSG00000004709","2.32899872365033"
"69","ENSMUSG00000004730","4.45301048914319"
"70","ENSMUSG00000004864","2.22099691979716"
"71","ENSMUSG00000004892","3.90261588012636"
"72","ENSMUSG00000004951","2.15070243282582"
"73","ENSMUSG00000004961","2.99510552407218"
"74","ENSMUSG00000005087","4.11428076810815"
"75","ENSMUSG00000005124","2.42073758398921"
"76","ENSMUSG00000005148","2.67466204028783"
